2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997],1996 [YR1996],1995 [YR1995],1994 [YR1994],1993 [YR1993],1992 [YR1992],1991 [YR1991],1990 [YR1990],1989 [YR1989],1988 [YR1988],1987 [YR1987],1986 [YR1986],1985 [YR1985],1984 [YR1984],1983 [YR1983],1982 [YR1982],1981 [YR1981],1980 [YR1980],1979 [YR1979],1978 [YR1978],1977 [YR1977],1976 [YR1976],1975 [YR1975],1974 [YR1974],1973 [YR1973],1972 [YR1972],1971 [YR1971],1970 [YR1970],1969 [YR1969],1968 [YR1968],1967 [YR1967],1966 [YR1966],1965 [YR1965],1964 [YR1964],1963 [YR1963],1962 [YR1962],1961 [YR1961],1960 [YR1960]
1380004385.0,1366417756.0,1352642283.0,1338676779.0,1324517250.0,1310152392.0,1295600768.0,1280842119.0,1265780243.0,1250287939.0,1234281163.0,1217726217.0,1200669762.0,1183209471.0,1165486291.0,1147609924.0,1129623466.0,1111523146.0,1093317187.0,1075000094.0,1056575548.0,1038058154.0,1019483586.0,1000900028.0,982365248.0,963922586.0,945601828.0,927403866.0,909307018.0,891273202.0,873277799.0,855334675.0,837468938.0,819682095.0,801975250.0,784360012.0,766833411.0,749428958.0,732239498.0,715384997.0,698952837.0,682995348.0,667499815.0,652408766.0,637630085.0,623102900.0,608802595.0,594770136.0,581087255.0,567868021.0,555189797.0,543084333.0,531513834.0,520400577.0,509631509.0,499123328.0,488848139.0,478825602.0,469077191.0,459642166.0,450547675.0
